application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION - Split 1,APPLICATION_CLASSIFICATION - Split 2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,CCCUpdateDate
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282581,"The Haven Center, Inc.",Fall River,MA,02723,41.69031,-71.134256,245 Route 6A,,Orleans,MA,02653,POINT (-71.102131 41.778329),POINT (-71.134255 41.6903099),245 Route 6A,,Orleans,MA,02653,47-4353074,MRN282581,Tue May 07 2019 12:11:41 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 20 2020 16:54:11 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201922,RP201922,Not a DBE,,,,Sun Apr 07 2019 13:08:31 GMT-0400 (Eastern Daylight Time),Thu Sep 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:39:38 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 20 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1435 Pleasant St,N/A,Bristol County,300,10000,02723,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Transporter with Other Existing ME License,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,4/22/2022,COMPLETE,MX281395,Faded LLC,Bellingham,MA,02019,42.130152,-71.47099,190 Farm Street,Suite B,Bellingham,MA,02019,POINT (-71.15444 42.199156),POINT (-71.47099 42.1301520),30 Hemlock Street,,Brockton,MA,02302,85-1438831,MXN281395,Wed Aug 25 2021 16:23:12 GMT-0400 (Eastern Daylight Time),Wed Jul 28 2021 14:22:08 GMT-0400 (Eastern Daylight Time),Mon Nov 08 2021 11:08:48 GMT-0500 (Eastern Standard Time),,yes,SE304880,,,,,,,"Minority-Owned Business | Woman-Owned Business | Disability-Owned Business | Lesbian, Gay, Bisexual, and Transgender Owned Business",,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 21 2021 23:19:25 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 10:44:03 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:08:30 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 08 2023 03:00:00 GMT-0500 (Eastern Standard Time),190 Farm St,Suite B,Norfolk County,,2500,02019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281710,"Glacier Rock Farm, Inc.",Cummington,MA,01026,42.466334,-72.866086,"c/o Stage Road Holdings, LLC","1 Monarch Place, Suite 310",Springfield,MA,01144,POINT (-72.62073 42.322256),POINT (-72.866085 42.4663340),"c/o Stage Road Holdings, LLC","1 Monarch Place, Suite 310",Springfield,MA,01144,83-4488305,MPN281710,Tue Mar 31 2020 14:28:10 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,,,,Thu Jun 20 2019 14:31:49 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:14:23 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jun 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),506 Stage Rd,N/A,Hampshire County,300,10000,01026,Cummington,Hampshire,42.322256,-72.62073,Western MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281418,"1620 Labs, LLC",Athol,MA,01331,42.591896,-72.230635,1 Exchange Street,,Athol,MA,01331,POINT (-71.840209 42.329642),POINT (-72.230635 42.5918959),P.O. Box 480,,Athol,MA,01331,82-5412946,MPN281418,Sat Oct 27 2018 16:34:49 GMT-0400 (Eastern Daylight Time),Tue Aug 28 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed May 29 2019 13:57:31 GMT-0400 (Eastern Daylight Time),,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,Sun Jun 24 2018 22:43:28 GMT-0400 (Eastern Daylight Time),Wed Oct 31 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:48:01 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1 Exchange St,N/A,Worcester County,300,5000,01331,Athol,Worcester,42.329642,-71.840209,Western MA,9/5/2023
APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,6/28/2023,COMPLETE,MR284602,High Street Cannabis Group LLC,Boston,MA,02110,42.356775,-71.05199,200 High Street,,Boston,MA,02109,POINT (-71.073493 42.334948),POINT (-71.051990 42.3567749),323 Maple Street,,Lynn,MA,01904,87-1030882,MRN284602,Thu May 05 2022 18:34:16 GMT-0400 (Eastern Daylight Time),Tue Mar 29 2022 08:57:30 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 02 2022 13:21:04 GMT-0500 (Eastern Standard Time),Fri May 27 2022 06:55:21 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 11:49:32 GMT-0400 (Eastern Daylight Time),Tue Oct 18 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),200 High St,N/A,Suffolk County,1500,10000,02110,Boston,Suffolk,42.334948,-71.073493,Metro Boston,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284579,"Eddie's Flowers, Inc.",Ashburnham,MA,01430,42.687939,-71.879302,23 Rindge State Rd.,,Ashburnham,MA,01430,POINT (-71.840209 42.329642),POINT (-71.879301 42.687939),1 Crescent Hill,,Springfield,MA,01105,85-2919293,MRN284579,Thu Aug 04 2022 18:35:28 GMT-0400 (Eastern Daylight Time),Mon Apr 04 2022 13:09:07 GMT-0400 (Eastern Daylight Time),Sat Nov 05 2022 18:47:13 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,,,,Mon Jan 31 2022 19:15:31 GMT-0500 (Eastern Standard Time),Fri Aug 19 2022 09:35:32 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:11:35 GMT-0400 (Eastern Daylight Time),Sat Nov 05 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Nov 05 2023 03:00:00 GMT-0500 (Eastern Standard Time),23 Rindge State Rd,N/A,Worcester County,1500,10000,01430,Ashburnham,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103152,"6 Bricks Delivery, LLC.",N/A,,N/A,,,6 Olney Avenue,,Springfield,MA,01119,,,6 Olney Avenue,,Springfield,MA,01119,85-1818042,PDOA103152,Thu Jul 30 2020 14:00:11 GMT-0400 (Eastern Daylight Time),Wed Jul 15 2020 14:02:56 GMT-0400 (Eastern Daylight Time),,,,SE304833,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Wed Jul 01 2020 20:01:33 GMT-0400 (Eastern Daylight Time),,Wed Aug 05 2020 12:15:02 GMT-0400 (Eastern Daylight Time),Wed Aug 05 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 05 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282072,Admiral Green Holdings Corp.,Gloucester,MA,01930,42.624622,-70.645959,58 Great Republic Drive,,Gloucester,MA,01930,POINT (-70.970827 42.635475),POINT (-70.645959 42.6246220),226 South Main Street,,Fall River,MA,02721,87-1742024,MPN282072,Sun Dec 12 2021 11:17:40 GMT-0500 (Eastern Standard Time),Wed Nov 17 2021 09:03:56 GMT-0500 (Eastern Standard Time),Tue Mar 22 2022 15:33:37 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,,,,Wed May 05 2021 10:21:39 GMT-0400 (Eastern Daylight Time),Fri Dec 17 2021 10:22:49 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:57:15 GMT-0500 (Eastern Standard Time),Tue Mar 22 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),58 Great Republic Dr,N/A,Essex County,1500,10000,01930,Gloucester,Essex,42.635475,-70.970827,Northeast,9/5/2023
APPROVED,Marijuana Microbusiness,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MB281504,R and R Ventures LLC,Sheffield,MA,01257,42.08939,-73.345651,700 S. Main Street,PO Box 698,Sheffield,MA,01257,POINT (-73.209889 42.396128),POINT (-73.345651 42.0893900),700 South Main Street,PO Box 698,Sheffield,MA,01257,83-2481417,MBN281504,Tue Mar 16 2021 14:27:47 GMT-0400 (Eastern Daylight Time),Tue Dec 01 2020 14:16:37 GMT-0500 (Eastern Standard Time),Tue Apr 27 2021 16:21:23 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,,,,Fri Nov 09 2018 17:52:41 GMT-0500 (Eastern Standard Time),Fri Mar 12 2021 09:06:40 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:56:37 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),700 S Main St,PO Box 698,Berkshire County,1000,5625,01257,Sheffield,Berkshire,42.396128,-73.209889,Western MA,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,5/21/2019,COMPLETE,MR281495,"Garden Remedies, Inc.",Newton,MA,02458,42.352958,-71.202129,697 Washington Street,,Newton,MA,02458,POINT (-71.275566 42.459085),POINT (-71.202128 42.3529580),697 Washington Street,,Newton,MA,02458,46-3326321,MRN281495,Fri Nov 02 2018 15:49:12 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Feb 01 2019 12:42:08 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201820,RPA201820,Not a DBE,,,Thu Apr 04 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 29 2018 15:07:27 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 24 2019 15:55:56 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 04 2024 03:00:00 GMT-0500 (Eastern Standard Time),697 Washington St,N/A,Middlesex County,600,5000,02458,Newton,Middlesex,42.459085,-71.275566,Northeast,9/5/2023
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,1/15/2020,COMPLETE,MC281446,"M3 Ventures, Inc.",Plymouth,MA,02360,41.960387,-70.691279,9 Collins Avenue,,Plymouth,MA,02360,POINT (-70.818958 41.978877),POINT (-70.691278 41.9603869),9 Collins Avenue,,Plymouth,MA,02360,35-2472435,MCN281446,Wed Jul 11 2018 15:24:53 GMT-0400 (Eastern Daylight Time),Wed May 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 15 2018 12:31:33 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201874,RPA201874,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Fri Sep 13 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Wed M
